nongjit	phrase-prefix
nongjitu	phrase-prefix
nongjitua	phrase-prefix
nongjituan	phrase-full
nongjix	phrase-prefix
nongjixi	phrase-full
nongx	phrase-prefix
nongxu	phrase-prefix
nongxuz	phrase-prefix
nongxuzu	phrase-prefix
nongxuzuo	phrase-prefix
nongxuzuoj	phrase-prefix
nongxuzuoji	phrase-prefix
nongxuzuojia	phrase-full
nongy	phrase-prefix
nongye	phrase-prefix
nongyep	phrase-prefix
nongyepi	phrase-prefix
nongyepin	phrase-full
nongyi	phrase-prefix
nongyin	phrase-full
nonh	adjacent-key
nou	adjacent-key,phrase-mixed,syllable,transposed-letters
noy	adjacent-key
np	phrase-initial
npeij	phrase-mixed
npi	phrase-mixed
npj	phrase-initial
npng	adjacent-key
npu	adjacent-key
nq	phrase-initial
nqi	phrase-mixed
nqiangr	phrase-mixed
nqr	phrase-initial
nr	adjacent-key
nrenxhaidzhen	phrase-mixed
nri	adjacent-key
nrmt	phrase-initial
nrn	adjacent-key
nrng	adjacent-key
nroumtan	phrase-mixed
nrxhdz	phrase-initial
ns	adjacent-key,phrase-initial
nsdkzs	phrase-initial
nshe	phrase-mixed
nshenjting	phrase-mixed
nshou	phrase-mixed
nshui	phrase-mixed
nshuondu	phrase-mixed
nsi	adjacent-key
nsidkezshu	phrase-mixed
nsjt	phrase-initial
nsn	adjacent-key
nsnd	phrase-initial
nsng	adjacent-key
nso	adjacent-key
ntoup	phrase-mixed
ntp	phrase-initial
nu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
nua	missing-letter,phrase-prefix,syllable-prefix
nuab	adjacent-key
nuam	adjacent-key
nuan	adjacent-key,phrase-prefix,syllable
nuang	adjacent-key
nuanl	phrase-prefix
nuanlu	phrase-full
nuans	phrase-prefix
nuansh	phrase-prefix
nuansho	phrase-prefix
nuanshou	phrase-full
nuao	adjacent-key
nub	adjacent-key
nue	adjacent-key,syllable
nui	adjacent-key,transposed-letters
num	adjacent-key
nun	adjacent-key,missing-letter,syllable
nuna	transposed-letters
nung	adjacent-key
nuo	phrase-prefix,syllable,transposed-letters
nuob	phrase-prefix
nuobu	phrase-prefix
nuobuk	phrase-prefix
nuobuka	phrase-prefix
nuobukai	phrase-full
nuou	phrase-full
nup	adjacent-key
nur	adjacent-key
nusn	adjacent-key
nuu	adjacent-key
nuw	adjacent-key
nv	phrase-prefix,syllable
nvq	phrase-prefix
nvqi	phrase-prefix
nvqia	phrase-prefix
nvqian	phrase-prefix
nvqiang	phrase-prefix
nvqiangr	phrase-prefix
nvqiangre	phrase-prefix
nvqiangren	phrase-full
nvr	phrase-prefix
nvre	phrase-prefix
nvren	phrase-prefix
nvrenx	phrase-prefix
nvrenxi	phrase-prefix
nvrenxin	phrase-prefix
nvrenxinh	phrase-prefix
nvrenxinha	phrase-prefix
nvrenxinhai	phrase-prefix
nvrenxinhaid	phrase-prefix
nvrenxinhaidi	phrase-prefix
nvrenxinhaidiz	phrase-prefix
nvrenxinhaidizh	phrase-prefix
nvrenxinhaidizhe	phrase-prefix
nvrenxinhaidizhen	phrase-full
nvy	phrase-prefix
nvyo	phrase-prefix
nvyon	phrase-prefix
nvyong	phrase-prefix
nvyongr	phrase-prefix
nvyongre	phrase-prefix
nvyongren	phrase-full
nw	adjacent-key,phrase-initial
nwi	adjacent-key
nwn	adjacent-key
nwng	adjacent-key
nwo	phrase-mixed
nx	phrase-initial
nxc	phrase-initial
nxej	phrase-initial
nxi	phrase-mixed
nxiac	phrase-mixed
nxienting	phrase-mixed
nxingejin	phrase-mixed
nxnt	phrase-initial
nxuzjia	phrase-mixed
nxzj	phrase-initial
ny	adjacent-key,phrase-initial
nyan	adjacent-key
nyanggjia	phrase-mixed
nyao	phrase-mixed
nye	adjacent-key,phrase-mixed
nyep	phrase-mixed
nygj	phrase-initial
nyin	phrase-mixed
nyk	phrase-initial
nyn	adjacent-key
nyo	adjacent-key
nyongr	phrase-mixed
nyp	phrase-initial
nyr	phrase-initial
nyuek	phrase-mixed
nz	phrase-initial
nzhong	phrase-mixed
nzhu	phrase-mixed
nzuo	phrase-mixed
o	adjacent-key,missing-letter,syllable,syllable-prefix
oa	adjacent-key,transposed-letters
oai	adjacent-key
oan	adjacent-key
oang	adjacent-key
oao	adjacent-key
ob	transposed-letters
ocng	transposed-letters
ocu	transposed-letters
odng	transposed-letters
odu	transposed-letters
oei	adjacent-key
oen	adjacent-key
oeng	adjacent-key
of	transposed-letters
ofu	transposed-letters
ogng	transposed-letters
ogu	transposed-letters
ohng	transposed-letters
ohu	transposed-letters
oi	adjacent-key
oia	adjacent-key
oian	adjacent-key
oiao	adjacent-key
oie	adjacent-key
oin	adjacent-key
oing	adjacent-key
okng	transposed-letters
oku	transposed-letters
olng	transposed-letters
olu	transposed-letters
om	transposed-letters
omu	transposed-letters
ong	missing-letter
onng	transposed-letters
onu	transposed-letters
oo	adjacent-key
oou	adjacent-key
op	transposed-letters
opu	transposed-letters
orng	transposed-letters
oru	transposed-letters
osng	transposed-letters
osu	transposed-letters
otng	transposed-letters
otu	transposed-letters
ou	adjacent-key,missing-letter,syllable
ow	transposed-letters
oy	adjacent-key,transposed-letters
oyng	transposed-letters
oyu	transposed-letters
ozng	transposed-letters
ozu	transposed-letters
p	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
pa	missing-letter,phrase-prefix,syllable,syllable-prefix
pab	adjacent-key
pabg	adjacent-key
pag	missing-letter
pagn	transposed-letters
pai	adjacent-key,phrase-prefix,syllable,transposed-letters
pain	transposed-letters
paio	transposed-letters
paiq	phrase-prefix
paiqu	phrase-full
pais	phrase-prefix
paish	phrase-prefix
paishu	phrase-prefix
paishui	phrase-prefix
paishuig	phrase-prefix
paishuigu	phrase-prefix
paishuigua	phrase-prefix
paishuiguan	phrase-full
paishuik	phrase-prefix
paishuiko	phrase-prefix
paishuikou	phrase-full
pam	adjacent-key
pamg	adjacent-key
pan	missing-letter,phrase-prefix,syllable,syllable-prefix
panf	adjacent-key
pang	phrase-prefix,syllable
pangh	phrase-prefix
panghu	phrase-prefix
panghua	phrase-prefix
panghuan	phrase-prefix
panghuang	phrase-full
panh	adjacent-key
pans	phrase-prefix
pansh	phrase-prefix
pansha	phrase-prefix
panshan	phrase-prefix
panshang	phrase-prefix
panshangl	phrase-prefix
panshangla	phrase-prefix
panshanglai	phrase-full
pansi	phrase-full
pany	phrase-mixed
panz	phrase-prefix
panzh	phrase-prefix
panzha	phrase-prefix
panzhan	phrase-prefix
panzhang	phrase-full
panzu	phrase-prefix
panzuo	phrase-prefix
panzuoz	phrase-prefix
panzuoza	phrase-prefix
panzuozai	phrase-full
pao	adjacent-key,missing-letter,phrase-prefix,syllable
paod	phrase-prefix
paode	phrase-full
paodi	phrase-prefix
paodia	phrase-prefix
paodiao	phrase-full
pap	adjacent-key
pau	adjacent-key
pay	phrase-initial
pb	phrase-initial
pbei	phrase-mixed
pben	phrase-mixed
pc	phrase-initial
pchuan	phrase-mixed
pcixlian	phrase-mixed
pcxl	phrase-initial
pd	phrase-initial
pdaotlang	phrase-mixed
pde	phrase-mixed
pdiao	phrase-mixed
pdtl	phrase-initial
pe	missing-letter,phrase-prefix,syllable-prefix
peb	adjacent-key
pebg	adjacent-key
peg	missing-letter
pegn	transposed-letters
pei	phrase-prefix,syllable,transposed-letters
peib	phrase-prefix
peibe	phrase-prefix
peiben	phrase-full
peix	phrase-prefix
peixi	phrase-prefix
peixia	phrase-prefix
peixiao	phrase-prefix
peixiaox	phrase-prefix
peixiaoxi	phrase-prefix
peixiaoxin	phrase-full
peiy	phrase-prefix
peiyi	phrase-prefix
peiyin	phrase-full
peiz	phrase-prefix
peizh	phrase-prefix
peizhi	phrase-full
pem	adjacent-key
pemg	adjacent-key
pen	missing-letter,phrase-prefix,syllable,syllable-prefix
penf	adjacent-key
peng	phrase-prefix,syllable
pengb	phrase-prefix
pengbe	phrase-prefix
pengbei	phrase-full
pengl	phrase-prefix
penglu	phrase-prefix
penglua	phrase-prefix
pengluan	phrase-full
penh	adjacent-key
peo	adjacent-key
peu	adjacent-key
pf	phrase-initial
pfei	phrase-mixed
pg	phrase-initial
pgu	phrase-mixed
pguo	phrase-mixed
ph	phrase-initial
phbl	phrase-initial
phuabli	phrase-mixed
phuang	phrase-mixed
pi	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
pia	missing-letter,phrase-prefix,syllable,syllable-prefix,transposed-letters
piab	adjacent-key
piai	adjacent-key
piam	adjacent-key
pian	phrase-prefix,syllable
piang	phrase-prefix
piangu	phrase-prefix
pianguo	phrase-full
pianj	phrase-prefix
pianji	phrase-prefix
pianjia	phrase-prefix
pianjiao	phrase-full
pians	phrase-prefix
piansh	phrase-prefix
piansha	phrase-prefix
pianshan	phrase-prefix
pianshang	phrase-full
piao	phrase-prefix,syllable
piaoj	phrase-prefix
piaoju	phrase-full
piaoz	phrase-prefix
piaozi	phrase-full
piap	adjacent-key
pib	adjacent-key
pibg	adjacent-key
pic	phrase-prefix
pici	phrase-prefix
picix	phrase-prefix
picixu	phrase-prefix
picixun	phrase-prefix
picixunl	phrase-prefix
picixunli	phrase-prefix
picixunlia	phrase-prefix
picixunlian	phrase-full
pie	phrase-prefix,syllable,transposed-letters
piex	phrase-prefix
piexi	phrase-prefix
piexia	phrase-full
pig	missing-letter,phrase-prefix
pign	transposed-letters
pigu	phrase-full
pik	phrase-prefix
piku	phrase-prefix
pikun	phrase-full
pim	adjacent-key
pimg	adjacent-key
pin	missing-letter,phrase-prefix,syllable,syllable-prefix
pina	transposed-letters
pind	phrase-prefix
pinde	phrase-full
pinf	adjacent-key,phrase-prefix
pinfe	phrase-prefix
pinfei	phrase-full
ping	phrase-prefix,syllable
pinga	phrase-prefix
pingan	phrase-prefix
pingany	phrase-prefix
pinganye	phrase-full
pingn	phrase-prefix
pingni	phrase-full
pingt	phrase-prefix
pingta	phrase-prefix
pingtan	phrase-prefix
pingtans	phrase-prefix
pingtansh	phrase-prefix
pingtanshu	phrase-prefix
pingtanshun	phrase-prefix
pingtanshunc	phrase-prefix
pingtanshunch	phrase-prefix
pingtanshuncha	phrase-prefix
pingtanshunchan	phrase-prefix
pingtanshunchang	phrase-full
pingy	phrase-prefix
pingyi	phrase-prefix
pingyiw	phrase-prefix
pingyiwe	phrase-prefix
pingyiwei	phrase-prefix
pingyiweiy	phrase-prefix
pingyiweiyu	phrase-prefix
pingyiweiyua	phrase-prefix
pingyiweiyuan	phrase-full
pinh	adjacent-key,phrase-prefix
pinhu	phrase-prefix
pinhua	phrase-prefix
pinhuab	phrase-prefix
pinhuabo	phrase-prefix
pinhuabol	phrase-prefix
pinhuaboli	phrase-full
pinx	phrase-prefix
pinxi	phrase-prefix
pinxin	phrase-prefix
pinxing	phrase-prefix
pinxingy	phrase-prefix
pinxingyo	phrase-prefix
pinxingyou	phrase-prefix
pinxingyoul	phrase-prefix
pinxingyouli	phrase-prefix
pinxingyoulia	phrase-prefix
pinxingyoulian	phrase-prefix
pinxingyouliang	phrase-full
pio	missing-letter
pioa	transposed-letters
pir	adjacent-key
pis	adjacent-key,phrase-prefix
pish	phrase-prefix
pishi	phrase-prefix
pishim	phrase-prefix
pishimi	phrase-prefix
pishimit	phrase-prefix
pishimita	phrase-prefix
pishimitan	phrase-full
pisn	adjacent-key
piso	adjacent-key
piu	adjacent-key
piw	adjacent-key
pj	phrase-initial
pjiao	phrase-mixed
pju	phrase-mixed
pk	phrase-initial
pkun	phrase-mixed
pl	phrase-initial
plai	phrase-mixed
plm	phrase-initial
pluan	phrase-mixed
pluom	phrase-mixed
pn	missing-letter,phrase-initial
pna	transposed-letters
pnag	transposed-letters
pne	transposed-letters
pneg	transposed-letters
png	missing-letter
pni	phrase-mixed,transposed-letters
pnig	transposed-letters
po	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
poa	adjacent-key,transposed-letters
poan	adjacent-key
poao	adjacent-key
poc	phrase-prefix
poch	phrase-prefix
pochu	phrase-prefix
pochua	phrase-prefix
pochuan	phrase-full
poe	adjacent-key
poi	adjacent-key
pol	phrase-prefix
polu	phrase-prefix
poluo	phrase-prefix
poluom	phrase-prefix
poluomi	phrase-full
pon	adjacent-key
pong	adjacent-key
poq	phrase-prefix
poqi	phrase-prefix
poqie	phrase-prefix
poqiex	phrase-prefix
poqiexu	phrase-prefix
poqiexuy	phrase-prefix
poqiexuya	phrase-prefix
poqiexuyao	phrase-full
pou	syllable
poy	adjacent-key,phrase-prefix
poyo	phrase-prefix
poyou	phrase-prefix
poyoux	phrase-prefix
poyouxi	phrase-prefix
poyouxin	phrase-prefix
poyouxinq	phrase-prefix
poyouxinqu	phrase-full
poz	phrase-prefix
pozh	phrase-prefix
pozhu	phrase-full
pp	adjacent-key
ppu	adjacent-key
pq	phrase-initial
pqiexyao	phrase-mixed
pqu	phrase-mixed
pqxy	phrase-initial
pri	adjacent-key
prn	adjacent-key
prng	adjacent-key
ps	adjacent-key,phrase-initial
psg	phrase-initial
pshang	phrase-mixed
pshangl	phrase-mixed
pshimtan	phrase-mixed
pshuig	phrase-mixed
pshuik	phrase-mixed
psi	adjacent-key,phrase-mixed
psk	phrase-initial
psl	phrase-initial
psmt	phrase-initial
psn	adjacent-key
psng	adjacent-key
pso	adjacent-key
ptanschang	phrase-mixed
ptis	phrase-mixed
pts	phrase-initial
ptsc	phrase-initial
pu	adjacent-key,missing-letter,phrase-prefix,syllable
pua	adjacent-key
puan	adjacent-key
puao	adjacent-key
pud	phrase-prefix
puda	phrase-prefix
pudao	phrase-prefix
pudaot	phrase-prefix
pudaota	phrase-prefix
pudaotai	phrase-prefix
pudaotail	phrase-prefix
pudaotaila	phrase-prefix
pudaotailan	phrase-prefix
pudaotailang	phrase-full
pue	adjacent-key
pul	phrase-prefix
pula	phrase-prefix
pulai	phrase-full
pun	adjacent-key
pung	adjacent-key
puo	transposed-letters
put	phrase-prefix
puti	phrase-prefix
putis	phrase-prefix
putish	phrase-prefix
putishu	phrase-full
puw	phrase-prefix
puwu	phrase-full
pw	phrase-initial
pwi	adjacent-key
pwn	adjacent-key
pwng	adjacent-key
pwu	phrase-mixed
px	phrase-initial
pxia	phrase-mixed
pxiaox	phrase-mixed
pxingyliang	phrase-mixed
pxx	phrase-initial
pxyl	phrase-initial
py	adjacent-key,phrase-initial
pyin	phrase-mixed
pyiwyuan	phrase-mixed
pyouxqu	phrase-mixed
pywy	phrase-initial
pyxq	phrase-initial
pz	phrase-initial
pzhang	phrase-mixed
pzhi	phrase-mixed
pzhu	phrase-mixed
pzi	phrase-mixed
pzuoz	phrase-mixed
pzz	phrase-initial
q	missing-letter,phrase-prefix,syllable-prefix
qa	adjacent-key,missing-letter,phrase-initial
qai	adjacent-key,phrase-mixed,transposed-letters
qain	transposed-letters
qaing	transposed-letters
qaio	transposed-letters
qan	adjacent-key,missing-letter
qang	adjacent-key,missing-letter
qao	missing-letter
qaun	transposed-letters
qb	phrase-initial
qbab	phrase-mixed
qbai	phrase-mixed
qbb	phrase-initial
qbenzmo	phrase-mixed
qbi	phrase-mixed
qbis	phrase-mixed
qbix	phrase-mixed
qbs	phrase-initial
qbuzren	phrase-mixed
qbx	phrase-initial
qbzm	phrase-initial
qbzr	phrase-initial
qc	phrase-initial
qcan	phrase-mixed
qch	phrase-initial
qchang	phrase-mixed
qcheng	phrase-mixed
qchepjian	phrase-mixed
qchu	phrase-mixed
qchuangh	phrase-mixed
qchutwai	phrase-mixed
qci	phrase-mixed
qcong	phrase-mixed
qcpj	phrase-initial
qctw	phrase-initial
qdaoz	phrase-mixed
qdhc	phrase-initial
qduanhchang	phrase-mixed
qdz	phrase-initial
qe	missing-letter
qei	adjacent-key,transposed-letters
qen	adjacent-key
qeng	adjacent-key
qeu	transposed-letters
qfand	phrase-mixed
qfd	phrase-initial
qfengx	phrase-mixed
qfnwwmzc	phrase-initial
qfunweiwmizchui	phrase-mixed
qfuztong	phrase-mixed
qfx	phrase-initial
qfzt	phrase-initial
qg	phrase-initial
qgen	phrase-mixed
qgongy	phrase-mixed
qguang	phrase-mixed
qgy	phrase-initial
qh	phrase-initial
qhaobran	phrase-mixed
qhbr	phrase-initial
qheng	phrase-mixed
qi	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
qia	missing-letter,phrase-prefix,syllable,syllable-prefix
qiab	adjacent-key
qiabg	adjacent-key
qiag	missing-letter
qiagn	transposed-letters
qiai	adjacent-key
qiam	adjacent-key
qiamg	adjacent-key
qian	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
qianb	phrase-prefix
qianbi	phrase-prefix
qianbis	phrase-prefix
qianbisi	phrase-full
qianbix	phrase-prefix
qianbixi	phrase-prefix
qianbixin	phrase-full
qianc	phrase-prefix
qianch	phrase-prefix
qiancha	phrase-prefix
qianchan	phrase-prefix
qianchang	phrase-full
qianche	phrase-prefix
qianchen	phrase-prefix
qiancheng	phrase-full
qiand	phrase-prefix
qiandu	phrase-prefix
qiandua	phrase-prefix
qianduan	phrase-prefix
qianduanh	phrase-prefix
qianduanho	phrase-prefix
qianduanhou	phrase-prefix
qianduanhouc	phrase-prefix
qianduanhouch	phrase-prefix
qianduanhoucha	phrase-prefix
qianduanhouchan	phrase-prefix
qianduanhouchang	phrase-full
qianf	adjacent-key
qiang	phrase-prefix,syllable
qiangb	phrase-prefix
qiangbi	phrase-full
qiangj	phrase-prefix
qiangji	phrase-prefix
qiangjiu	phrase-prefix
qiangjiur	phrase-prefix
qiangjiure	phrase-prefix
qiangjiuren	phrase-prefix
qiangjiurenz	phrase-prefix
qiangjiurenzh	phrase-prefix
qiangjiurenzhi	phrase-full
qiangl	phrase-prefix
qiangli	phrase-prefix
qianglie	phrase-full
qianglin	phrase-prefix
qianglind	phrase-prefix
qianglinda	phrase-prefix
qianglindan	phrase-prefix
qianglindany	phrase-prefix
qianglindanyu	phrase-full
qiangp	phrase-prefix
qiangpo	phrase-prefix
qiangpoz	phrase-prefix
qiangpozh	phrase-prefix
qiangpozhe	phrase-prefix
qiangpozhen	phrase-prefix
qiangpozheng	phrase-full
qiangz	phrase-prefix
qiangzh	phrase-prefix
qiangzha	phrase-prefix
qiangzhan	phrase-prefix
qiangzhanx	phrase-prefix
qiangzhanxi	phrase-prefix
qiangzhanxin	phrase-prefix
qiangzhanxing	phrase-full
qiangzhi	phrase-prefix
qiangzhiz	phrase-prefix
qiangzhizh	phrase-prefix
qiangzhizhi	phrase-prefix
qiangzhizhix	phrase-prefix
qiangzhizhixi	phrase-prefix
qiangzhizhixin	phrase-prefix
qiangzhizhixing	phrase-full
qiangzu	phrase-prefix
qiangzuo	phrase-full
qianh	adjacent-key
qiank	phrase-prefix
qianku	phrase-prefix
qiankun	phrase-full
qianl	phrase-prefix
qianli	phrase-prefix
qianlin	phrase-full
qianq	phrase-prefix
qianqi	phrase-prefix
qianqiu	phrase-prefix
qianqiuw	phrase-prefix
qianqiuwa	phrase-prefix
qianqiuwan	phrase-prefix
qianqiuwans	phrase-prefix
qianqiuwansh	phrase-prefix
qianqiuwanshi	phrase-full
qians	phrase-prefix
qiansh	phrase-prefix
qianshu	phrase-prefix
qianshui	phrase-prefix
qianshuif	phrase-prefix
qianshuifu	phrase-prefix
qianshuifub	phrase-prefix
qianshuifubi	phrase-prefix
qianshuifubin	phrase-prefix
qianshuifubing	phrase-full
qiansu	phrase-prefix
qiansuo	phrase-prefix
qiansuow	phrase-prefix
qiansuowe	phrase-prefix
qiansuowei	phrase-prefix
qiansuoweij	phrase-prefix
qiansuoweiji	phrase-prefix
qiansuoweijia	phrase-prefix
qiansuoweijian	phrase-full
qiant	phrase-prefix
qianta	phrase-prefix
qiantao	phrase-full
qianw	phrase-prefix
qianwa	phrase-prefix
qianwan	phrase-full
qianx	phrase-prefix
qianxi	phrase-prefix
qianxia	phrase-prefix
qianxial	phrase-prefix
qianxiala	phrase-prefix
qianxialai	phrase-full
qiany	phrase-prefix
qianyi	phrase-prefix
qianyin	phrase-full
qianyo	phrase-prefix
qianyon	phrase-prefix
qianyong	phrase-prefix
qianyongz	phrase-prefix
qianyongza	phrase-prefix
qianyongzai	phrase-prefix
qianyongzaid	phrase-prefix
qianyongzaida	phrase-prefix
qianyongzaidao	phrase-prefix
qianyongzaidaok	phrase-prefix
qianyongzaidaoko	phrase-prefix
qianyongzaidaokou	phrase-prefix
qianyongzaidaokous	phrase-prefix
qianyongzaidaokoush	phrase-prefix
qianyongzaidaokousha	phrase-prefix
qianyongzaidaokoushan	phrase-prefix
qianyongzaidaokoushang	phrase-full
qianyu	phrase-prefix
qianyue	phrase-prefix
qianyueg	phrase-prefix
qianyuegu	phrase-prefix
qianyueguo	phrase-full
qiao	phrase-prefix,syllable
qiaof	phrase-prefix
qiaofu	phrase-prefix
qiaofun	phrase-prefix
qiaofuna	phrase-prefix
qiaofunan	phrase-prefix
qiaofunanw	phrase-prefix
qiaofunanwe	phrase-prefix
qiaofunanwei	phrase-prefix
qiaofunanweiw	phrase-prefix
qiaofunanweiwu	phrase-prefix
qiaofunanweiwum	phrase-prefix
qiaofunanweiwumi	phrase-prefix
qiaofunanweiwumiz	phrase-prefix
qiaofunanweiwumizh	phrase-prefix
qiaofunanweiwumizhi	phrase-prefix
qiaofunanweiwumizhic	phrase-prefix
qiaofunanweiwumizhich	phrase-prefix
qiaofunanweiwumizhichu	phrase-prefix
qiaofunanweiwumizhichui	phrase-full
qiaom	phrase-prefix
qiaome	phrase-prefix
qiaomen	phrase-full
qiaox	phrase-prefix
qiaoxi	phrase-prefix
qiaoxia	phrase-prefix
qiaoxian	phrase-prefix
qiaoxiang	phrase-full
qiaoz	phrase-prefix
qiaozh	phrase-prefix
qiaozha	phrase-full
qiap	adjacent-key
qib	adjacent-key,phrase-prefix
qiba	phrase-prefix
qibab	phrase-prefix
qibaba	phrase-prefix
qibabai	phrase-full
qibai	phrase-full
qibe	phrase-prefix
qiben	phrase-prefix
qibenz	phrase-prefix
qibenzh	phrase-prefix
qibenzhu	phrase-prefix
qibenzhum	phrase-prefix
qibenzhumo	phrase-full
qibg	adjacent-key
qic	phrase-prefix
qica	phrase-prefix
qican	phrase-full
qich	phrase-prefix
qiche	phrase-prefix
qichen	phrase-prefix
qicheng	phrase-full
qichep	phrase-prefix
qichepe	phrase-prefix
qichepei	phrase-prefix
qichepeij	phrase-prefix
qichepeiji	phrase-prefix
qichepeijia	phrase-prefix
qichepeijian	phrase-full
qie	adjacent-key,phrase-prefix,syllable
qied	phrase-prefix
qieda	phrase-prefix
qiedao	phrase-prefix
qiedaoz	phrase-prefix
qiedaozu	phrase-prefix
qiedaozui	phrase-full
qief	phrase-prefix
qiefu	phrase-prefix
qiefuz	phrase-prefix
qiefuzh	phrase-prefix
qiefuzhi	phrase-prefix
qiefuzhit	phrase-prefix
qiefuzhito	phrase-prefix
qiefuzhiton	phrase-prefix
qiefuzhitong	phrase-full
qiej	phrase-prefix
qieji	phrase-prefix
qiejin	phrase-prefix
qiejinl	phrase-prefix
qiejinla	phrase-prefix
qiejinlai	phrase-full
qiex	phrase-prefix
qiexi	phrase-prefix
qiexia	phrase-prefix
qiexian	phrase-full
qig	missing-letter
qign	transposed-letters
qii	adjacent-key
qiing	adjacent-key
qij	phrase-prefix
qiji	phrase-prefix
qijiu	phrase-prefix
qijiuy	phrase-prefix
qijiuyi	phrase-prefix
qijiuyin	phrase-prefix
qijiuying	phrase-prefix
qijiuyingx	phrase-prefix
qijiuyingxi	phrase-prefix
qijiuyingxin	phrase-full
qik	phrase-prefix
qike	phrase-full
qim	adjacent-key,phrase-prefix
qima	phrase-prefix
qimao	phrase-full
qimg	adjacent-key
qin	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
qina	transposed-letters
qinag	transposed-letters
qinf	adjacent-key,phrase-prefix
qinfa	phrase-prefix
qinfan	phrase-prefix
qinfand	phrase-prefix
qinfanda	phrase-prefix
qinfandao	phrase-full
qing	missing-letter,phrase-prefix,syllable
qinga	phrase-prefix
qingai	phrase-full
qingb	phrase-prefix
qingbu	phrase-prefix
qingbuz	phrase-prefix
qingbuzi	phrase-prefix
qingbuzir	phrase-prefix
qingbuzire	phrase-prefix
qingbuziren	phrase-full
qingc	phrase-prefix
qingci	phrase-full
qingf	phrase-prefix
qingfe	phrase-prefix
qingfen	phrase-prefix
qingfeng	phrase-prefix
qingfengx	phrase-prefix
qingfengxi	phrase-prefix
qingfengxia	phrase-full
qingg	phrase-prefix
qinggo	phrase-prefix
qinggon	phrase-prefix
qinggong	phrase-prefix
qinggongy	phrase-prefix
qinggongya	phrase-prefix
qinggongyan	phrase-full
qingj	phrase-prefix
qingju	phrase-prefix
qingjuj	phrase-prefix
qingjuji	phrase-prefix
qingjujia	phrase-prefix
qingjujian	phrase-prefix
qingjujianz	phrase-prefix
qingjujianzo	phrase-prefix
qingjujianzon	phrase-prefix
qingjujianzong	phrase-full
qingm	phrase-prefix
qingme	phrase-prefix
qingmei	phrase-full
qingmi	phrase-prefix
qingmin	phrase-prefix
qingming	phrase-prefix
qingmings	phrase-prefix
qingmingsh	phrase-prefix
qingmingshi	phrase-prefix
qingmingshij	phrase-prefix
qingmingshiji	phrase-prefix
qingmingshijie	phrase-full
qingp	phrase-prefix
qingpi	phrase-prefix
qingpia	phrase-prefix
qingpiao	phrase-full
qings	phrase-prefix
qingsa	phrase-prefix
qingsao	phrase-prefix
qingsaof	phrase-prefix
qingsaofu	phrase-full
qingsaom	phrase-prefix
qingsaoma	phrase-prefix
qingsaomal	phrase-prefix
qingsaomalu	phrase-full
qingx	phrase-prefix
qingxi	phrase-prefix
qingxin	phrase-prefix
qingxing	phrase-full
qingy	phrase-prefix
qingyi	phrase-prefix
qingyis	phrase-prefix
qingyish	phrase-prefix
qingyishe	phrase-prefix
qingyishen	phrase-prefix
qingyishenz	phrase-prefix
qingyishenzh	phrase-prefix
qingyishenzho	phrase-prefix
qingyishenzhon	phrase-prefix
qingyishenzhong	phrase-full
qingyu	phrase-prefix
qingyua	phrase-prefix
qingyuan	phrase-prefix
qingyuanz	phrase-prefix
qingyuanzi	phrase-full
qinh	adjacent-key
qinl	phrase-prefix
qinlu	phrase-prefix
qinlue	phrase-prefix
qinluec	phrase-prefix
qinluech	phrase-prefix
qinlueche	phrase-prefix
qinluechen	phrase-prefix
qinluecheng	phrase-prefix
qinluechengx	phrase-prefix
qinluechengxi	phrase-prefix
qinluechengxin	phrase-prefix
qinluechengxing	phrase-full
qinm	phrase-prefix
qinmu	phrase-prefix
qinmug	phrase-prefix
qinmugo	phrase-prefix
qinmugon	phrase-prefix
qinmugong	phrase-full
qinog	transposed-letters
qinx	phrase-prefix
qinxi	phrase-prefix
qinxid	phrase-prefix
qinxida	phrase-prefix
qinxidao	phrase-full
qiny	phrase-prefix
qinyu	phrase-prefix
qinyue	phrase-full
qio	missing-letter,phrase-prefix,syllable-prefix
qioa	transposed-letters
qiobg	adjacent-key
qiog	missing-letter
qiogn	transposed-letters
qiomg	adjacent-key
qion	missing-letter,phrase-prefix,syllable-prefix
qionf	adjacent-key
qiong	phrase-prefix,syllable
qiongg	phrase-prefix
qionggu	phrase-prefix
qionggua	phrase-prefix
qiongguan	phrase-prefix
qiongguang	phrase-full
qionh	adjacent-key
qip	phrase-prefix
qipa	phrase-prefix
qipao	phrase-prefix
qipaod	phrase-prefix
qipaodi	phrase-prefix
qipaodia	phrase-prefix
qipaodian	phrase-full
qipng	adjacent-key
qiq	phrase-prefix
qiqi	phrase-prefix
qiqia	phrase-prefix
qiqian	phrase-prefix
qiqiang	phrase-full
qiqid	phrase-prefix
qiqide	phrase-full
qir	adjacent-key
qis	adjacent-key
qisn	adjacent-key
qisng	adjacent-key
qiso	adjacent-key
